DATE,OPEN,MAX,MIN,CLOSE,CLASS,2,42,45,48,68,75,88,139,171,172,179,187,218,221,223,231,237,date.year,date.month,date.day-of-month,date.day-of-week
8/9/13,169.58,170.1,168.72,169.31,1,4.64,0.3,1.2935,1.8249,0.89,18.1,2.97,0.84,-0.33,I,0.63,15.47,36.0646,15.97,-3.1083,134799079320,-3.262,13,8,9,5
8/12/13,168.46,169.31,168.38,169.11,0,4.65,0.3,1.2572,1.8039,0.84,18.05,2.97,0.83,-0.33,I,0.62,15.47,32.5214,15.08,-2.4492,134857328406,-3.0784,13,8,12,1
8/13/13,169.41,169.9,168.41,169.61,0,4.66,0.3,1.2805,1.7849,0.83,18.25,2.94,0.82,-0.33,I,0.63,15.47,26.8693,14.66,-3.132,134473958337,-3.6582,13,8,13,2
8/14/13,169.53,169.8,168.7,168.74,1,4.66,0.3,1.2624,1.7679,0.86,18.45,3.2,0.82,-0.32,I,0.67,15.47,20.152,14.95,-4.4958,133967216259,-4.3914,13,8,14,3
8/15/13,167.41,167.43,166.09,166.38,1,4.67,0.3,1.4012,1.7547,0.91,18.9,3.13,0.83,-0.32,I,0.67,15.47,15.114,16.29,-7.3266,132342218151,-6.5343,13,8,15,4
8/16/13,166.06,166.63,165.5,165.83,1,4.67,0.3,1.3741,1.7483,0.9,18.75,3.15,0.83,-0.31,I,0.64,15.47,11.3355,17.91,-7.7757,131359014373,-7.4698,13,8,16,5
8/19/13,165.64,166.21,164.76,164.77,1,4.67,0.3,1.3817,1.7484,0.92,18.9,2.82,0.84,-0.31,I,0.65,15.47,8.5016,20.06,-9.6946,129341622683,-10.1813,13,8,19,1
8/20/13,165.04,166.2,164.86,165.58,1,4.66,0.3,1.3865,1.7533,0.91,18.65,2.87,0.84,-0.31,I,0.72,15.47,10.319,20.78,-5.6599,130827256323,-6.3637,13,8,20,2
8/21/13,165.12,166.03,164.19,164.56,1,4.65,0.3,1.4318,1.7643,0.95,19.2,3.61,0.88,-0.3,I,0.74,15.47,8.4629,21.93,-6.9469,129197235016,-8.4621,13,8,21,3
8/22/13,164.9,166.3,164.89,166.06,1,4.64,0.3,1.4627,1.7787,0.92,18.65,3.72,0.88,-0.3,I,0.84,15.47,12.7023,21.65,-2.5537,130850971516,-3.994,13,8,22,4
8/23/13,166.55,166.83,165.77,166.62,1,4.62,0.3,1.4224,1.7952,0.9,18.55,3.75,0.88,-0.3,I,0.88,15.47,19.0227,20.78,-0.3359,131745693725,-1.7603,13,8,23,5
8/26/13,166.79,167.3,165.89,166.0,1,4.61,0.3,1.4212,1.8137,0.92,18.9,3.95,0.88,-0.29,I,0.88,15.47,22.5471,20.19,-0.986,131182311536,-2.7988,13,8,26,1
8/27/13,164.36,166.0,163.21,163.33,1,4.59,0.3,1.558,1.8358,0.95,19.8,3.48,0.9,-0.29,I,1.01,15.47,19.8742,20.41,-3.7013,128558428777,-6.6684,13,8,27,2
8/28/13,163.26,164.49,163.05,163.91,1,4.57,0.3,1.5462,1.8599,0.94,19.8,3.48,0.91,-0.28,I,1.05,15.47,18.8971,20.4,-2.4531,128899403349,-5.1443,13,8,28,3
8/29/13,163.55,165.04,163.4,164.17,1,4.54,0.3,1.5556,1.8842,0.94,19.95,3.46,0.9,-0.28,I,0.93,15.47,20.6002,19.88,-0.5855,129594888364,-3.031,13,8,29,4
8/30/13,164.51,164.53,163.17,163.65,1,4.51,0.3,1.5361,1.9062,0.94,20.0,3.43,0.91,-0.27,I,0.94,15.47,18.4191,19.91,-2.2851,128442228014,-4.7955,13,8,30,5
9/3/13,165.23,165.58,163.7,164.39,1,4.48,0.3,1.5754,1.9236,0.94,19.6,3.51,0.9,-0.27,I,0.94,15.47,17.7994,19.76,-1.3561,129718837314,-2.3511,13,9,3,2
9/4/13,164.43,166.03,164.13,165.75,1,4.45,0.3,1.6079,1.936,0.92,19.5,3.81,0.9,-0.26,I,0.97,15.46,23.0848,18.85,1.0826,131457984783,0.7225,13,9,4,3
9/5/13,165.85,166.4,165.73,165.96,1,4.42,0.3,1.5141,1.9461,0.92,19.5,3.81,0.89,-0.26,I,0.98,15.46,26.5672,18.09,0.8087,132247659004,1.9926,13,9,5,4
9/6/13,166.51,166.98,164.48,166.04,1,4.38,0.3,1.6127,1.9531,0.92,19.6,3.52,0.89,-0.25,I,0.92,15.43,31.0031,17.1,1.618,132853263501,2.6878,13,9,6,5
9/9/13,166.45,167.73,166.45,167.63,1,4.35,0.3,1.6204,1.9596,0.93,19.05,3.91,0.88,-0.24,I,1.01,15.41,41.2949,16.58,4.4618,135034937646,5.9135,13,9,9,1
9/10/13,168.64,168.9,168.26,168.87,1,4.32,0.3,1.5854,1.9655,0.9,18.8,4.6,0.87,-0.24,I,1.03,15.41,52.586,16.53,5.4455,136631330371,7.253,13,9,10,2
9/11/13,168.64,169.4,168.35,169.4,1,4.29,0.3,1.5318,1.973,0.89,18.45,4.69,0.85,-0.23,I,0.54,15.41,64.4395,16.65,5.2883,137294998350,7.2002,13,9,11,3
9/12/13,169.34,169.56,168.72,168.95,1,4.26,0.3,1.4627,1.9805,0.9,18.5,4.37,0.85,-0.23,I,0.61,15.41,68.9396,16.08,2.9098,136165911275,4.1773,13,9,12,4
9/13/13,169.13,169.46,168.74,169.33,1,4.24,0.3,1.3884,1.9884,0.9,18.5,4.68,0.85,-0.23,I,0.61,15.41,75.1248,15.89,3.6297,136843141181,4.7067,13,9,13,5
9/16/13,171.16,171.24,170.04,170.31,1,4.21,0.3,1.4406,1.9999,0.92,18.25,4.73,0.85,-0.23,I,0.53,15.41,81.3436,16.24,4.9148,137846707340,5.5216,13,9,16,1
9/17/13,170.46,171.11,170.46,171.07,1,4.19,0.3,1.3765,2.0156,0.93,18.15,4.46,0.85,-0.22,I,0.53,15.41,86.0077,17.0,5.8717,139089624547,6.816,13,9,17,2
9/18/13,171.01,173.52,170.58,173.05,1,4.17,0.3,1.5329,2.037,0.9,18.25,3.5,0.87,-0.22,I,0.6,15.41,89.5058,18.5,8.4934,142009318574,9.3315,13,9,18,3
9/19/13,173.52,173.6,172.59,172.76,1,4.16,0.3,1.4806,2.0614,0.88,18.25,3.19,0.87,-0.22,I,0.64,15.41,90.8535,19.54,6.4186,141083675129,6.4391,13,9,19,4
9/20/13,172.33,172.33,170.58,170.72,1,4.14,0.3,1.5505,2.0869,0.86,18.8,3.68,0.86,-0.21,I,0.94,15.41,88.0571,19.61,3.2961,138196875371,2.178,13,9,20,5
9/23/13,170.49,170.65,169.39,169.93,1,4.13,0.3,1.5285,2.1122,0.9,18.95,3.65,0.87,-0.21,I,0.93,15.41,84.6515,19.39,1.9709,137108730301,-0.2268,13,9,23,1
9/24/13,169.9,170.53,169.21,169.53,1,4.11,0.3,1.5076,2.1341,0.9,18.85,3.97,0.86,-0.21,I,0.9,15.41,83.0044,19.33,2.0907,137026751951,-0.6387,13,9,24,2
9/25/13,169.64,169.98,168.89,169.04,1,4.1,0.3,1.4659,2.152,0.9,18.9,3.67,0.86,-0.2,I,0.9,15.41,81.8247,19.28,1.6973,137065602627,-0.7962,13,9,25,3
9/26/13,169.32,170.17,169.05,169.69,1,4.09,0.3,1.4323,2.1636,0.91,18.65,3.72,0.86,-0.2,I,0.91,15.41,83.1871,19.62,2.6018,137500230850,-0.2018,13,9,26,4
9/27/13,168.84,169.14,168.47,168.91,1,4.07,0.3,1.411,2.1694,0.96,18.8,3.67,0.87,-0.2,I,0.93,15.41,81.3733,19.21,0.4654,136179825954,-2.7643,13,9,27,5
9/30/13,167.48,168.54,167.15,168.01,1,4.06,0.3,1.4459,2.1702,0.99,19.1,3.32,0.88,-0.19,I,0.9,15.41,78.2875,18.4,-0.731,134934086200,-4.6008,13,9,30,1
10/1/13,168.14,169.5,167.97,169.34,1,4.04,0.3,1.4543,2.1655,0.96,18.8,3.97,0.86,-0.19,I,0.96,15.41,79.6579,18.37,1.4031,136738237231,-1.3316,13,10,1,2
10/2/13,168.35,169.34,167.83,169.18,1,4.02,0.3,1.4599,2.1557,0.99,19.05,3.33,0.89,-0.18,I,0.74,15.41,78.8491,18.08,0.4583,137212765459,-0.6309,13,10,2,3
10/3/13,168.79,168.94,166.84,167.62,1,4.0,0.3,1.5479,2.142,1.0,19.25,2.72,0.91,-0.17,I,0.79,15.43,72.4372,16.88,-2.5504,135344480668,-3.7221,13,10,3,4
10/4/13,167.75,169.06,167.53,168.89,1,3.99,0.3,1.5461,2.1239,0.97,19.1,3.31,0.89,-0.17,I,0.79,15.43,70.3047,16.13,-0.7559,136605847468,-1.1789,13,10,4,5
10/7/13,167.42,168.45,167.25,167.43,1,3.97,0.3,1.5555,2.1007,1.02,19.55,2.12,0.94,-0.16,I,0.84,15.46,57.2352,15.49,-3.5449,135329582976,-3.6813,13,10,7,1
10/8/13,167.4,167.62,165.36,165.48,1,3.94,0.29,1.626,2.0767,1.03,20.25,2.05,0.94,-0.14,I,0.95,15.47,42.9264,15.73,-6.1043,132670999175,-7.167,13,10,8,2
10/9/13,165.8,166.2,164.53,165.6,1,3.92,0.29,1.6304,2.0538,1.02,20.1,2.32,0.93,-0.14,I,0.96,15.48,32.1948,16.01,-5.4829,132820798696,-6.0979,13,10,9,3
10/10/13,167.29,169.26,167.23,169.17,1,3.89,0.29,1.8333,2.0309,0.96,19.15,3.3,0.88,-0.13,I,1.33,15.48,32.898,15.01,-1.2609,135548441331,-1.2226,13,10,10,4
10/11/13,168.91,170.32,168.77,170.26,1,3.87,0.29,1.805,2.0086,0.95,18.65,3.11,0.88,-0.13,I,1.34,15.48,39.2218,14.49,1.1779,136572174644,0.5791,13,10,11,5
10/14/13,169.21,171.08,169.08,170.94,1,3.84,0.29,1.8245,1.9889,0.95,18.65,2.51,0.89,-0.13,I,1.32,15.48,45.9458,14.22,1.7375,137465537964,2.0968,13,10,14,1
10/15/13,170.51,171.15,169.47,169.7,1,3.82,0.29,1.81,1.9701,1.01,18.9,1.91,0.92,-0.12,I,1.32,15.53,44.4889,13.28,-1.1711,136020215233,-0.5814,13,10,15,2
10/16/13,170.72,172.16,170.64,172.07,1,3.8,0.29,1.875,1.9534,0.9,18.9,2.49,0.88,-0.12,I,1.41,15.53,50.6953,13.08,1.8446,138371637051,2.7546,13,10,16,3
10/17/13,171.37,173.32,171.34,173.22,1,3.78,0.29,1.8855,1.939,0.87,18.3,2.29,0.85,-0.12,I,1.33,15.53,63.0215,13.67,4.7355,140362528871,5.1128,13,10,17,4
10/18/13,173.86,174.51,173.51,174.39,1,3.77,0.29,1.826,1.9272,0.87,18.15,2.6,0.84,-0.12,I,1.33,15.53,72.2661,14.65,6.0789,141406313794,5.6356,13,10,18,5
10/21/13,174.45,174.75,174.01,174.4,1,3.76,0.29,1.7174,1.9215,0.87,18.15,2.6,0.85,-0.12,I,1.23,15.53,78.8085,15.5,4.8808,140918339013,3.7847,13,10,21,1
10/22/13,174.91,175.93,174.43,175.41,1,3.75,0.29,1.6986,1.9238,0.89,18.3,2.29,0.85,-0.12,B,1.01,15.53,84.1063,16.75,6.3061,142183331479,4.6831,13,10,22,2
10/23/13,174.81,174.89,173.96,174.57,1,3.75,0.3,1.6738,1.9312,0.89,18.4,2.27,0.85,-0.12,I,1.09,15.53,87.2571,17.73,4.7388,140873507022,1.9427,13,10,23,3
10/24/13,174.92,175.37,174.51,175.15,1,3.74,0.3,1.5924,1.9421,0.89,18.35,2.58,0.84,-0.12,B,0.81,15.53,90.4428,18.8,4.6114,141459130529,2.2033,13,10,24,4
10/25/13,175.51,176.0,175.17,175.95,1,3.74,0.3,1.5182,1.9568,0.88,18.45,2.85,0.84,-0.12,B,0.81,15.48,92.8321,19.95,4.4843,142150671210,2.7131,13,10,25,5
10/28/13,175.89,176.47,175.7,176.23,1,3.75,0.3,1.4433,1.9757,0.9,18.55,2.83,0.84,-0.12,B,0.82,15.48,93.9586,20.84,3.1739,141823243003,1.5028,13,10,28,1
10/29/13,176.63,177.24,176.38,177.17,1,3.75,0.3,1.4,1.9992,0.89,18.6,2.54,0.83,-0.12,I,0.67,15.48,95.4689,21.92,3.5469,142779747547,2.4344,13,10,29,2
10/30/13,177.38,177.51,175.66,176.29,1,3.76,0.3,1.445,2.0264,0.9,18.65,2.82,0.83,-0.12,I,0.6,15.48,93.5432,22.03,0.7796,141813199547,0.3586,13,10,30,3
10/31/13,176.15,176.89,175.53,175.79,1,3.77,0.3,1.4365,2.0533,0.9,18.65,3.11,0.83,-0.12,I,0.61,15.47,90.4854,21.68,-0.6599,140698670795,-1.5071,13,10,31,4
11/1/13,176.02,176.61,175.22,176.21,1,3.78,0.3,1.4319,2.0786,0.88,18.75,3.09,0.83,-0.12,I,0.56,15.47,87.5009,21.18,-1.2935,141046904392,-1.1207,13,11,1,5
11/4/13,176.69,176.9,175.98,176.83,1,3.8,0.3,1.3807,2.1021,0.88,18.55,3.44,0.81,-0.12,B,0.58,15.47,87.819,21.21,0.2624,142579521992,1.1917,13,11,4,1
11/5/13,176.14,176.75,175.57,176.27,1,3.81,0.3,1.3686,2.1225,0.89,18.65,3.42,0.82,-0.12,I,0.57,15.45,85.3587,20.5,-1.7925,141249240857,-1.239,13,11,5,2
11/6/13,177.03,177.5,176.54,177.17,1,3.83,0.3,1.3547,2.1402,0.86,18.4,3.46,0.81,-0.12,B,0.54,15.45,84.0106,19.94,-1.4826,141554341226,-0.9046,13,11,6,3
11/7/13,177.5,177.64,174.76,174.93,1,3.84,0.3,1.5073,2.1534,0.91,18.75,3.4,0.82,-0.12,I,0.81,15.39,76.2579,18.67,-4.2327,138602755286,-4.7141,13,11,7,4
11/8/13,174.87,177.31,174.85,177.29,1,3.86,0.3,1.6025,2.1647,0.88,18.45,3.47,0.8,-0.12,B,1.0,15.37,71.4037,17.44,-3.1564,140358738746,-1.9772,13,11,8,5
11/11/13,177.12,177.53,176.91,177.32,1,3.88,0.3,1.5043,2.1747,0.85,18.5,3.74,0.8,-0.12,B,1.08,15.36,68.2252,16.38,-2.7007,140725592617,-1.2264,13,11,11,1
11/12/13,176.94,177.36,176.37,176.96,1,3.89,0.3,1.4529,2.1807,0.86,18.55,3.72,0.8,-0.12,I,1.06,15.34,63.177,15.54,-3.8112,140095031279,-2.3295,13,11,12,2
11/13/13,176.09,178.43,176.09,178.38,1,3.91,0.3,1.5416,2.1805,0.84,18.7,4.29,0.78,-0.12,B,1.11,15.32,60.1137,14.8,-1.6749,142108385608,0.8717,13,11,13,3
11/14/13,178.54,179.42,178.25,179.27,1,3.93,0.3,1.5044,2.1783,0.83,18.8,3.99,0.78,-0.13,B,1.1,15.3,58.0972,14.64,-0.1203,143371443213,2.5351,13,11,14,4
11/15/13,179.56,180.12,179.33,180.05,1,3.96,0.31,1.439,2.1778,0.82,18.75,4.3,0.77,-0.13,B,1.12,15.26,62.5951,14.99,1.2249,144614917613,3.8544,13,11,15,5
11/18/13,180.35,180.5,179.02,179.42,1,3.98,0.31,1.4431,2.1781,0.88,18.6,4.02,0.77,-0.13,I,1.15,15.24,61.7636,14.83,-0.2009,143676503785,1.4986,13,11,18,1
11/19/13,179.33,179.87,178.72,179.03,1,4.01,0.31,1.4138,2.1782,0.88,18.7,3.7,0.78,-0.13,I,1.14,15.24,54.0042,13.93,-2.1562,142544902266,-0.8148,13,11,19,2
11/20/13,179.39,179.93,177.98,178.47,1,4.04,0.31,1.4674,2.1774,0.89,18.95,3.07,0.84,-0.13,I,1.15,15.24,41.8575,13.36,-3.6138,141708233372,-2.3586,13,11,20,3
11/21/13,178.97,180.05,178.86,179.91,1,4.06,0.31,1.4787,2.1761,0.87,18.55,3.15,0.84,-0.13,B,0.91,15.24,42.02,12.84,-0.9176,143129287300,-0.0548,13,11,21,4
11/22/13,179.98,180.83,179.77,180.81,0,4.09,0.31,1.4368,2.1769,0.87,18.35,3.19,0.83,-0.13,B,0.72,15.24,46.4877,12.73,0.1528,143987526847,1.1195,13,11,22,5
11/25/13,181.13,181.17,180.37,180.63,0,4.12,0.31,1.3731,2.1786,0.89,18.3,3.51,0.82,-0.13,B,0.74,15.24,47.7259,12.4,-0.5575,143718238483,0.2127,13,11,25,1
11/26/13,180.72,181.22,180.41,180.68,0,4.15,0.31,1.3168,2.1813,0.88,18.25,3.22,0.82,-0.13,B,0.71,15.24,50.9951,12.3,-0.0417,143754184266,-0.0508,13,11,26,2
11/27/13,180.87,181.24,180.65,181.12,0,4.18,0.31,1.2441,2.1843,0.89,18.25,3.51,0.83,-0.13,B,0.64,15.24,63.2463,12.63,1.016,144404074850,0.9327,13,11,27,3
11/29/13,181.32,181.75,180.8,181.0,0,4.22,0.31,1.2147,2.1872,0.91,18.25,3.21,0.83,-0.13,B,0.61,15.24,72.4347,13.11,1.2504,144468094850,0.7142,13,11,29,5
12/2/13,181.09,181.43,180.25,180.53,0,4.25,0.31,1.2112,2.1865,0.94,18.2,2.92,0.84,-0.14,B,0.62,15.24,69.8599,12.58,-1.2049,143482759694,-1.3091,13,12,2,1
12/3/13,179.94,180.39,179.17,179.75,1,4.28,0.31,1.2261,2.181,0.94,18.2,2.91,0.85,-0.14,I,0.63,15.24,62.8411,11.74,-2.3226,142353331747,-3.077,13,12,3,2
12/4/13,179.1,180.48,178.35,179.73,1,4.31,0.32,1.3165,2.1716,0.94,18.1,2.62,0.85,-0.14,I,0.62,15.22,52.2551,11.42,-3.3189,142345294112,-2.916,13,12,4,3
12/5/13,179.41,179.74,178.77,178.94,0,4.34,0.32,1.2818,2.1585,0.96,18.05,2.62,0.86,-0.14,B,0.64,15.22,39.1913,11.68,-4.5142,141285440327,-4.3828,13,12,5,4
12/6/13,180.67,181.11,180.15,180.94,0,4.37,0.32,1.3707,2.1427,0.92,17.8,2.99,0.84,-0.14,B,0.75,15.08,38.3071,11.01,-1.8379,142512994991,-1.9961,13,12,6,5
12/9/13,181.47,181.67,181.16,181.4,0,4.39,0.32,1.3066,2.1217,0.9,17.5,3.33,0.85,-0.14,B,0.72,15.08,37.8295,10.37,-1.6261,143269737903,-0.6936,13,12,9,1
12/10/13,180.98,181.36,180.64,180.75,0,4.42,0.32,1.2519,2.0959,0.91,17.6,3.01,0.85,-0.14,B,0.74,15.08,33.3683,10.17,-2.4616,142682904822,-1.7837,13,12,10,2
12/11/13,180.82,180.85,178.5,178.72,1,4.45,0.32,1.3617,2.0672,0.96,18.05,2.63,0.86,-0.14,I,0.92,15.08,25.0262,11.02,-5.2081,140221119729,-5.3575,13,12,11,3
12/12/13,178.64,178.86,177.76,178.13,1,4.47,0.32,1.3356,2.0375,0.96,18.05,2.92,0.86,-0.14,I,0.91,15.08,18.7697,12.05,-5.3335,139637732034,-5.6687,13,12,12,4
12/13/13,178.5,178.66,177.77,178.11,1,4.49,0.32,1.291,2.0095,0.97,18.05,2.62,0.86,-0.14,I,0.91,15.08,16.0527,12.67,-3.9039,139716704022,-4.8738,13,12,13,5
12/16/13,178.95,179.81,178.9,179.22,1,4.51,0.32,1.3319,1.9832,0.98,18.15,2.6,0.87,-0.14,B,0.98,15.08,18.6833,12.49,-1.7321,140986121851,-2.2621,13,12,16,1
12/17/13,179.38,179.41,178.25,178.65,1,4.53,0.32,1.3147,1.9597,0.98,18.0,2.93,0.86,-0.14,I,0.97,15.08,19.5804,12.45,-1.8501,140542704629,-2.7594,13,12,17,2
12/18/13,178.92,181.73,177.32,181.7,1,4.55,0.32,1.6242,1.94,0.92,17.85,2.66,0.87,-0.14,B,1.26,15.08,28.1789,11.86,1.1666,143055399068,0.5143,13,12,18,3
12/19/13,181.18,181.7,180.71,181.49,1,4.56,0.32,1.5608,1.9246,0.93,18.0,2.63,0.87,-0.14,B,1.24,15.08,32.3208,11.04,0.2066,142783444912,-0.0711,13,12,19,4
12/20/13,180.69,181.99,180.57,181.56,1,4.58,0.32,1.5467,1.9121,0.92,17.9,2.95,0.86,-0.14,B,1.12,15.08,42.6171,11.14,2.6641,144669892472,1.7475,13,12,20,5
12/23/13,182.45,182.64,182.07,182.53,1,4.6,0.32,1.5001,1.9022,0.9,17.65,3.0,0.85,-0.15,B,1.16,15.08,56.189,11.87,4.2892,145998365012,3.7393,13,12,23,1
12/24/13,182.54,183.01,182.53,182.93,1,4.62,0.33,1.3981,1.8965,0.88,17.2,2.76,0.85,-0.15,B,1.14,15.06,67.1418,12.97,5.2177,146642107283,5.5822,13,12,24,2
12/26/13,183.34,183.96,183.32,183.86,1,4.64,0.33,1.3613,1.8969,0.88,17.2,3.4,0.84,-0.16,B,0.92,15.05,75.3563,14.09,4.7327,147282057281,6.2531,13,12,26,4
12/27/13,184.1,184.18,183.66,183.85,1,4.66,0.33,1.2771,1.9033,0.89,17.25,3.37,0.85,-0.16,B,0.88,15.04,81.5172,15.17,4.1408,147706809974,6.2212,13,12,27,5
12/30/13,183.87,184.02,183.58,183.82,1,4.68,0.33,1.1934,1.9141,0.92,17.4,3.04,0.85,-0.16,B,0.88,15.03,85.8555,16.11,3.3219,147577903623,4.8008,13,12,30,1
12/31/13,184.07,184.69,183.93,184.69,1,4.7,0.33,1.1611,1.9287,0.93,17.25,3.38,0.86,-0.16,I,0.87,15.01,89.3916,17.42,4.1796,148626574815,6.176,13,12,31,2
1/2/14,183.98,184.07,182.48,182.92,1,4.72,0.33,1.266,1.9463,0.93,17.45,3.03,0.86,-0.16,I,1.02,15.01,88.5786,17.74,1.8018,147591058310,3.2793,14,1,2,4
1/3/14,183.23,183.6,182.63,182.89,1,4.74,0.33,1.2364,1.9647,0.91,17.35,3.35,0.86,-0.16,I,0.67,15.01,90.8662,18.47,2.7596,147803631784,2.8914,14,1,3,5
1/6/14,183.49,183.56,182.08,182.36,1,4.76,0.33,1.2607,1.9822,0.91,17.15,3.09,0.86,-0.16,I,0.68,15.01,91.8095,18.95,1.8344,147408351597,1.5384,14,1,6,1
1/7/14,183.09,183.79,182.95,183.48,1,4.78,0.33,1.2777,2.0003,0.9,16.9,3.14,0.86,-0.16,I,0.74,15.01,93.8571,19.89,2.9692,148119630031,2.0343,14,1,7,2
1/8/14,183.45,183.83,182.89,183.52,1,4.8,0.33,1.2439,2.0165,0.9,16.8,3.47,0.86,-0.16,I,0.72,15.01,94.139,20.39,1.7156,148165046515,1.4693,14,1,8,3
1/9/14,184.11,184.13,182.8,183.64,1,4.82,0.33,1.2525,2.0303,0.9,16.95,3.45,0.86,-0.15,I,0.72,15.01,94.8254,20.95,1.5152,148102122135,0.8255,14,1,9,4
1/10/14,183.95,184.22,183.01,184.14,1,4.83,0.33,1.2483,2.0401,0.87,16.8,3.8,0.85,-0.16,B,0.69,15.01,96.119,22.11,3.2121,149145727097,1.9461,14,1,10,5
1/13/14,183.67,184.18,181.34,181.69,1,4.85,0.33,1.4074,2.046,0.89,17.1,4.06,0.85,-0.15,I,0.95,15.01,93.3435,21.99,0.3647,146955800220,-1.8054,14,1,13,1
1/14/14,182.29,183.77,181.95,183.67,1,4.86,0.33,1.4747,2.0455,0.85,16.95,4.1,0.83,-0.15,B,1.11,15.01,94.6481,22.5,2.0596,148867899943,1.0141,14,1,14,2
1/15/14,184.1,184.94,183.71,184.66,1,4.88,0.33,1.4542,2.0387,0.85,17.1,4.09,0.83,-0.15,I,1.12,15.01,95.9861,23.37,3.0154,150280348143,2.4305,14,1,15,3
1/16/14,184.28,184.66,183.83,184.42,1,4.89,0.33,1.3918,2.0276,0.85,17.1,4.08,0.84,-0.15,I,1.0,15.01,96.9896,24.38,3.0682,149905501496,1.1698,14,1,16,4
1/17/14,184.1,184.45,183.32,183.64,1,4.91,0.33,1.3656,2.012,0.85,17.25,4.05,0.83,-0.15,I,1.03,15.01,96.1034,24.85,1.5375,148831079043,-0.8813,14,1,17,5
1/21/14,184.7,184.77,183.05,184.18,1,4.92,0.33,1.4011,1.9934,0.88,17.1,4.08,0.82,-0.15,I,1.06,15.01,97.0776,25.71,2.5546,149402081149,-0.3481,14,1,21,2
1/22/14,184.49,184.57,183.91,184.3,1,4.93,0.33,1.3269,1.9727,0.89,17.25,3.08,0.86,-0.15,I,1.02,15.01,97.8082,26.87,3.3431,149890641639,0.0766,14,1,22,3
1/23/14,183.37,183.4,181.82,182.79,1,4.94,0.33,1.4423,1.9498,0.92,17.4,3.36,0.86,-0.14,I,1.1,15.01,94.3664,27.05,0.9304,147818204559,-2.9585,14,1,23,4
1/24/14,181.6,181.66,178.83,178.89,1,4.95,0.33,1.694,1.9301,1.04,18.2,2.61,0.89,-0.13,I,1.44,15.01,80.744,25.58,-3.0698,143893448049,-7.2079,14,1,24,5
1/27/14,179.06,179.52,177.12,178.01,1,4.95,0.33,1.7646,1.9164,1.02,18.1,2.92,0.9,-0.13,I,1.41,15.01,63.2076,24.12,-5.2559,142258863222,-8.5457,14,1,27,1
1/28/14,178.14,179.3,178.12,179.07,1,4.95,0.33,1.7172,1.9075,0.98,17.65,3.01,0.88,-0.12,I,1.37,15.01,57.2024,22.84,-2.3424,144340362145,-4.4608,14,1,28,2
1/29/14,177.58,178.55,176.88,177.35,1,4.94,0.33,1.7644,1.9025,1.01,17.9,2.04,0.92,-0.12,I,1.24,15.01,44.9774,21.62,-4.8557,142175263726,-6.849,14,1,29,3
1/30/14,178.83,179.81,178.26,179.23,1,4.93,0.33,1.834,1.9029,1.0,18.1,2.02,0.92,-0.11,I,1.33,15.01,43.4177,20.47,-1.8084,143596954133,-4.0177,14,1,30,4
1/31/14,177.01,179.29,176.92,178.18,1,4.91,0.33,1.8876,1.9081,1.02,18.2,1.13,0.95,-0.1,I,1.34,15.03,38.7329,19.03,-2.9468,141925773363,-5.737,14,1,31,5
2/3/14,177.97,178.37,173.83,174.17,1,4.89,0.33,2.1528,1.9164,1.06,18.95,0.81,0.98,-0.08,I,1.54,15.04,29.0497,18.62,-6.1319,142123461956,-2.2785,14,2,3,1
2/4/14,174.95,175.84,174.11,175.39,1,4.86,0.33,2.1106,1.9264,1.0,19.1,1.08,0.96,-0.07,I,1.59,15.05,26.3842,17.66,-3.6166,143928658984,0.1668,14,2,4,2
2/5/14,174.78,175.56,173.71,175.17,1,4.83,0.33,2.0845,1.9397,1.01,19.55,1.32,0.96,-0.06,I,1.58,15.06,22.3106,16.99,-4.0538,143298104066,-0.818,14,2,5,3
2/6/14,175.58,177.48,175.22,177.48,1,4.79,0.32,2.107,1.9542,0.97,18.55,1.97,0.92,-0.06,I,1.73,15.06,25.588,15.95,-1.1235,145435104466,2.0108,14,2,6,4
2/7/14,178.31,179.87,177.73,179.68,1,4.76,0.32,2.1353,1.9656,0.94,17.85,2.65,0.89,-0.05,I,1.56,15.06,34.8461,15.7,1.5701,147782536705,4.7431,14,2,7,5
2/10/14,179.7,180.07,179.21,180.01,1,4.72,0.32,2.0078,1.9723,0.94,17.8,2.36,0.89,-0.05,I,1.54,15.06,43.8679,15.67,2.0209,147624195885,3.6274,14,2,10,1
2/11/14,180.16,182.44,180.04,181.98,1,4.68,0.32,2.05,1.973,0.92,17.4,2.42,0.88,-0.04,I,1.59,15.06,57.5754,16.28,4.2957,149949407317,6.1126,14,2,11,2
2/12/14,182.25,182.83,181.71,182.07,1,4.65,0.32,1.957,1.9705,0.91,17.4,3.05,0.86,-0.04,I,1.5,15.06,68.1816,16.99,4.1763,149985119678,5.0488,14,2,12,3
2/13/14,180.84,183.2,180.83,183.01,1,4.62,0.32,1.9983,1.9645,0.91,17.25,2.75,0.87,-0.04,I,1.48,15.06,76.1362,18.12,5.6795,151532666295,6.4841,14,2,13,4
2/14/14,182.84,184.36,182.67,184.02,1,4.59,0.32,1.9675,1.9571,0.89,17.2,3.09,0.85,-0.04,I,1.43,15.06,82.1021,19.48,6.2517,152434980054,6.7479,14,2,14,5
